# шкаф;l1;l2;lo;система
1907;3;45;48;540(2) 1154(2) 1434(2) 1658(2) 1783(2) 1825(2) 2054(2) 2728(2) 2932(2) 3067(1) 3419(2) 3583(2) 3654(2) 4002(1) 4195(2) 4248(2) 4500(2) 5362(2) 5743(2) 6232(2) 6780(2) 6930(2) 7064(2) 7152(2) 7321(2) 7331(2) 7332(2) 8136(2) 8642(1) 9135(2) 10082(2) 10136(2) 10176(2) 11152(2) 12145(2) 12496(2) 12614(2) 12868(2) 12933(2) 13761(2) 14413(2) 14542(2) 14692(2) 14784(2) 14822(2) 15256(2) 15383(2) 15481(2)
4515;23;25;48;344(2) 800(1) 1151(2) 1886(1) 1999(2) 3064(2) 3533(1) 4318(1) 5903(1) 5969(1) 6056(1) 6178(2) 6349(2) 6353(1) 7153(2) 8314(2) 8414(2) 8862(2) 8864(2) 9002(2) 9020(2) 9316(1) 9374(1) 9443(1) 9447(1) 10111(1) 10441(2) 10726(2) 10933(1) 10949(1) 12086(2) 12138(2) 12259(1) 12434(2) 12870(1) 12883(1) 13042(2) 13132(1) 13154(2) 13508(1) 13716(2) 13870(1) 14054(1) 14201(2) 14202(2) 15194(2) 15864(1) 15915(2)
27785;21;27;48;197(2) 560(1) 717(2) 1862(2) 2124(1) 2931(1) 3270(2) 3298(2) 3336(1) 3346(1) 3463(1) 3578(2) 3650(2) 4555(2) 4971(1) 5004(2) 5419(1) 5574(1) 5799(1) 5964(1) 6318(1) 6586(2) 7198(2) 7307(1) 9362(2) 9953(2) 10023(2) 10049(1) 10051(2) 10269(2) 11727(1) 11799(1) 12022(2) 12388(2) 12801(2) 13136(1) 13508(1) 13579(2) 14102(2) 14668(1) 14810(2) 14936(2) 15109(1) 15206(1) 15259(2) 15265(2) 15292(2) 15991(2)
2223;16;31;47;276(2) 1270(2) 1845(2) 1855(2) 1872(1) 2279(2) 2292(2) 2662(2) 2808(2) 3465(1) 3708(1) 3929(2) 3935(2) 4112(2) 4165(1) 5539(2) 5692(2) 6850(2) 7533(2) 8540(1) 8543(2) 9296(2) 9297(1) 9545(2) 10346(1) 10464(2) 10720(1) 10892(2) 11048(2) 11400(1) 11817(2) 12005(2) 12347(1) 12837(2) 12883(1) 13481(1) 13527(2) 13541(1) 13851(1) 13951(1) 14421(2) 14646(2) 14788(2) 14885(2) 15365(1) 15423(2) 15696(2)
2339;15;32;47;1173(1) 1872(1) 2510(2) 2599(2) 2824(2) 3465(2) 3949(2) 3967(2) 4012(2) 4120(2) 4165(1) 5214(2) 5253(2) 6053(2) 6236(2) 6421(2) 6589(2) 6656(2) 6745(1) 7234(2) 7273(2) 8532(1) 8756(2) 9214(2) 9297(1) 9923(2) 10168(2) 10346(1) 10872(2) 11660(2) 12107(2) 12347(1) 12441(1) 12837(1) 12865(2) 13439(2) 13481(2) 13515(2) 13730(2) 13851(1) 14118(2) 14848(2) 15365(1) 15483(2) 15637(1) 15837(1) 15885(1)
1721;4;43;47;103(2) 1093(2) 1558(2) 2452(2) 2457(2) 2483(1) 2987(2) 3090(2) 3692(2) 4230(2) 4231(2) 4232(2) 5428(2) 5578(2) 5588(2) 6425(2) 6634(2) 6912(2) 7121(2) 7291(2) 7450(2) 8173(2) 8672(2) 8673(2) 8883(2) 8920(2) 9137(2) 9162(2) 9828(1) 10160(2) 10633(1) 10784(2) 10913(2) 11013(2) 11286(2) 11456(2) 12042(2) 12101(1) 12193(2) 12210(2) 12430(2) 13018(2) 13245(2) 13954(2) 14095(2) 14147(2) 15052(2)
30;1;46;47;10(2) 39(2) 287(2) 2366(2) 2424(2) 3088(2) 3343(2) 4046(2) 4146(2) 4258(2) 4327(2) 5164(2) 5483(2) 6273(2) 6541(2) 6782(2) 7086(2) 7157(2) 7166(2) 7195(2) 7276(2) 8378(2) 8755(2) 8775(2) 9157(2) 10398(2) 10399(2) 10579(2) 10845(2) 11600(2) 12131(2) 12132(2) 12889(1) 13286(2) 13462(2) 13955(2) 13978(2) 14065(2) 14145(2) 14212(2) 14276(2) 14437(2) 14694(2) 14883(2) 15570(2) 15854(2) 15857(2)
3781;3;43;46;1360(2) 1368(2) 1404(2) 1442(2) 1527(2) 1966(2) 2281(2) 2342(2) 2982(2) 3004(2) 3214(2) 3575(2) 3589(2) 3696(2) 4284(1) 4529(2) 4766(2) 4945(2) 5153(2) 5286(2) 5522(2) 5532(2) 5638(2) 5881(2) 5885(1) 5889(2) 6184(2) 6460(2) 6471(2) 8266(2) 8277(1) 10143(2) 11826(2) 11889(2) 11929(2) 12031(2) 12788(2) 12831(2) 12887(2) 13083(2) 13477(2) 14230(2) 15412(2) 15460(2) 15755(2) 15809(2)
2284;0;46;46;1516(2) 1662(2) 1663(2) 1821(2) 2476(2) 2619(2) 2789(2) 2973(2) 3216(2) 4202(2) 5111(2) 6110(2) 6175(2) 6532(2) 6663(2) 6970(2) 8364(2) 8929(2) 9475(2) 10246(2) 10397(2) 10470(2) 10794(2) 11017(2) 11111(2) 11461(2) 11818(2) 11933(2) 12415(2) 12687(2) 12825(2) 13165(2) 13323(2) 13362(2) 13499(2) 13719(2) 13816(2) 14466(2) 14627(2) 14724(2) 15500(2) 15676(2) 15768(2) 15818(2) 15819(2) 15904(2)
1486;9;37;46;14(2) 35(1) 75(2) 967(2) 1087(2) 1089(1) 1132(2) 1221(1) 1329(2) 2486(2) 2754(2) 2836(2) 3714(2) 4288(2) 4346(2) 4645(2) 4661(2) 4662(1) 5394(2) 6551(2) 6718(2) 6789(2) 8700(2) 8747(2) 8907(2) 9022(1) 9627(2) 9631(2) 9876(2) 9944(1) 10027(2) 10635(2) 11237(2) 11261(2) 11504(1) 11567(2) 11707(2) 12345(2) 12531(2) 12553(1) 13511(2) 14088(2) 14221(2) 14488(1) 15007(2) 16009(2)
5544;18;28;46;285(2) 1386(2) 1424(2) 1631(2) 1968(2) 2313(2) 2977(2) 3370(1) 4360(1) 4419(2) 5530(1) 5533(2) 5551(2) 5576(1) 5602(1) 6075(1) 6157(2) 6572(1) 6806(2) 8127(2) 8130(2) 8348(2) 8441(2) 8738(2) 8927(1) 8985(2) 9088(2) 9174(1) 9707(2) 9803(2) 10093(1) 10097(1) 10154(1) 10555(2) 10846(2) 11258(2) 11936(2) 11963(2) 12409(1) 13204(1) 14223(1) 14413(1) 14479(2) 15207(1) 15654(2) 15815(1)
1402;1;44;45;906(2) 1102(2) 1137(2) 1519(2) 1848(2) 2058(2) 2213(2) 2447(2) 2969(2) 3081(2) 3620(2) 4226(2) 4506(2) 4931(2) 5379(2) 5547(2) 6191(2) 6390(2) 6637(2) 7119(2) 7171(2) 7603(2) 7669(2) 7858(2) 8074(2) 8623(2) 8646(2) 9654(2) 9772(2) 9779(2) 9780(2) 11215(2) 12185(2) 12559(2) 12696(2) 12816(2) 13186(2) 13735(2) 13828(2) 13845(2) 14063(2) 14186(1) 14968(2) 15515(2) 15920(2)
424;10;35;45;87(2) 660(2) 694(1) 726(2) 1339(1) 1687(2) 2274(1) 2275(2) 2277(1) 2380(2) 2943(2) 3169(2) 3171(2) 3245(2) 3246(2) 3588(1) 4774(2) 5064(2) 5966(1) 6633(2) 7281(2) 8300(2) 8723(2) 8724(2) 8925(2) 9208(2) 9292(1) 9928(2) 10433(2) 10497(2) 10902(1) 11001(2) 11431(2) 11701(2) 11767(2) 11964(1) 12492(2) 12652(2) 14225(2) 14478(2) 14880(2) 15124(2) 15367(2) 15840(2) 15930(1)
569;0;45;45;634(2) 1353(2) 2237(2) 2558(2) 2730(2) 3292(2) 4131(2) 4377(2) 5511(2) 6370(2) 6450(2) 6781(2) 6783(2) 7065(2) 7144(2) 7440(2) 8008(2) 8324(2) 8470(2) 9194(2) 9565(2) 9659(2) 9898(2) 10043(2) 10337(2) 10992(2) 11531(2) 11873(2) 12557(2) 13130(2) 13736(2) 14172(2) 14213(2) 14216(2) 14284(2) 14493(2) 14525(2) 14569(2) 14574(2) 14965(2) 15628(2) 15629(2) 15631(2) 15650(2) 15800(2)
201;8;37;45;310(2) 440(2) 1165(1) 1188(2) 1259(2) 1946(2) 2006(2) 2813(2) 2911(2) 2999(2) 3001(2) 3348(2) 3959(2) 4246(2) 4311(2) 4313(2) 4318(1) 4432(2) 4823(2) 5883(1) 6423(2) 6432(2) 6433(2) 6440(2) 6883(1) 6947(2) 7021(2) 7721(2) 7952(2) 7981(2) 8030(2) 8321(2) 8627(2) 9171(2) 10585(1) 10586(2) 11755(1) 12669(2) 12682(1) 12819(2) 13380(2) 13476(2) 14434(1) 15003(2) 15098(2)
2981;17;28;45;677(2) 949(2) 951(2) 955(1) 1003(2) 1664(2) 3678(2) 3781(2) 3802(1) 3805(2) 3849(2) 3850(1) 4074(2) 4100(2) 4384(1) 4794(2) 5052(1) 6092(2) 6672(2) 6960(1) 7485(1) 7758(1) 8835(1) 9016(2) 9327(2) 9391(2) 9478(2) 9820(2) 9821(2) 9823(1) 9824(2) 9827(1) 10336(1) 11948(2) 12046(1) 12121(2) 12306(2) 13151(1) 13155(2) 13156(2) 13663(1) 13669(2) 14138(1) 14508(1) 15773(2)
1410;4;40;44;593(2) 917(2) 1047(2) 2537(2) 2870(2) 3244(2) 3894(2) 4020(2) 4341(2) 4648(2) 4861(2) 4913(2) 4970(2) 5271(1) 5277(1) 5696(2) 5866(2) 5870(2) 5874(2) 5920(2) 5968(2) 6525(2) 7045(2) 8096(2) 8234(2) 8518(2) 8659(2) 8767(2) 9996(2) 10549(2) 10679(2) 12127(2) 12170(2) 12360(2) 12398(2) 12468(2) 13479(2) 13859(2) 14339(2) 14698(1) 14971(2) 15115(1) 15699(2) 15843(2)
11656;11;33;44;480(2) 630(2) 1597(2) 1756(2) 1985(2) 1989(1) 2083(1) 2157(2) 2621(2) 2804(2) 2886(2) 2998(2) 3565(2) 3688(2) 3768(2) 3945(2) 4004(2) 4084(1) 4101(1) 4107(2) 4318(1) 5207(2) 5351(2) 5562(2) 6408(2) 7226(1) 7263(2) 7636(2) 7881(1) 8459(2) 9114(1) 9275(1) 9796(2) 9797(2) 10169(1) 10552(2) 12599(1) 12949(2) 13314(2) 13331(2) 14022(2) 14615(2) 14954(2) 15697(2)
2772;6;38;44;340(2) 1219(2) 1235(1) 1581(2) 1607(2) 1680(2) 2123(1) 2390(2) 2704(2) 4666(2) 4713(1) 4714(2) 4717(2) 4719(1) 4856(2) 5657(2) 5876(2) 6600(2) 7177(2) 7891(2) 7942(2) 8299(2) 8562(2) 8620(2) 8783(2) 8821(2) 9291(2) 9403(2) 9509(2) 9524(2) 9990(2) 10251(2) 10305(2) 10853(2) 11068(2) 11746(2) 12355(2) 12883(1) 13232(2) 14121(1) 14560(2) 15309(2) 15406(2) 15839(2)
2470;4;40;44;924(2) 1351(2) 1994(2) 2129(2) 2208(2) 3368(2) 3630(2) 4018(2) 4122(2) 4564(2) 4577(2) 4982(2) 5545(2) 5618(2) 6111(2) 6441(1) 7678(1) 7697(2) 8197(2) 8423(2) 8464(2) 9029(2) 10058(2) 10302(2) 11324(1) 11830(1) 11940(2) 12055(2) 12133(2) 12526(2) 12594(2) 12626(2) 13052(2) 13087(2) 13235(2) 13311(2) 13713(2) 14315(2) 14337(2) 14603(2) 14688(2) 14795(2) 15154(2) 15407(2)
44791;19;25;44;77(2) 385(1) 1320(2) 2164(2) 3394(2) 3913(2) 4069(2) 4307(2) 4378(1) 4548(1) 5750(2) 5751(2) 5755(1) 6859(2) 7194(2) 7225(1) 7780(2) 7793(1) 7887(2) 7918(2) 8171(1) 8731(1) 9369(1) 9674(1) 9699(1) 9701(1) 10360(2) 10423(1) 10681(1) 11062(1) 11096(2) 11158(1) 11162(1) 11250(2) 12258(1) 12279(2) 12773(2) 13728(2) 14325(2) 14378(2) 15240(2) 15321(2) 15683(2) 15909(1)
9039;10;34;44;757(2) 1570(2) 2161(2) 2453(1) 2988(2) 4941(2) 5804(2) 6548(2) 6549(2) 6611(2) 6627(2) 7106(1) 7486(2) 7788(2) 8360(2) 8363(2) 8366(1) 8465(2) 8715(2) 8849(2) 9156(2) 9916(1) 10540(2) 10697(1) 10880(2) 11528(2) 11757(2) 11924(1) 12002(2) 12373(1) 13137(2) 13265(2) 13446(1) 13785(2) 13893(2) 14047(2) 14048(2) 14621(1) 14837(1) 15036(2) 15338(2) 15563(2) 15670(2) 15738(2)
210;6;37;43;690(2) 1112(2) 4441(2) 6104(2) 9655(2) 9789(2) 9883(2) 10097(1) 10164(2) 10319(2) 10673(1) 11071(2) 11314(1) 11316(2) 11390(2) 11624(2) 11665(2) 11755(2) 11770(2) 12061(1) 12162(1) 12229(2) 12598(2) 12817(2) 13011(2) 13192(2) 13519(2) 13524(2) 13577(2) 14040(2) 14060(2) 14262(2) 14698(2) 15131(2) 15202(2) 15293(2) 15370(2) 15413(2) 15474(1) 15524(2) 15644(2) 15659(2) 15899(2)
7089;1;42;43;96(2) 108(2) 135(2) 762(2) 779(2) 1394(2) 1411(2) 1982(2) 2445(2) 2742(2) 3014(2) 3018(2) 3125(2) 3230(2) 4096(2) 4098(2) 4117(2) 4118(2) 4591(2) 5613(2) 6459(2) 6999(2) 7050(2) 7303(2) 7558(2) 8072(2) 8141(2) 8267(2) 8289(2) 8302(2) 8763(2) 8866(2) 9273(2) 9301(2) 9361(2) 9810(2) 13091(2) 13513(2) 13709(2) 13860(2) 14616(2) 14954(1) 15912(2)
19711;22;21;43;307(2) 566(2) 1152(1) 1686(1) 2332(1) 2465(2) 2800(1) 3055(1) 3952(2) 4039(2) 4273(1) 5731(2) 6270(1) 6281(1) 6458(2) 7489(1) 7931(1) 7954(2) 7967(2) 8252(2) 9212(1) 9345(2) 9420(1) 9734(2) 9934(1) 10200(2) 10695(2) 10811(1) 11228(1) 12095(2) 12115(2) 12303(1) 12331(2) 13221(1) 13835(1) 13926(2) 14175(1) 14429(2) 14707(1) 14979(1) 15861(2) 15973(2) 15993(1)
17847;19;24;43;800(1) 999(1) 1155(2) 1822(2) 1877(2) 2174(1) 2502(1) 2644(2) 2935(1) 4254(2) 4263(2) 4318(1) 5450(2) 5701(2) 5779(2) 5840(2) 6649(1) 6654(1) 7058(2) 8043(1) 8607(2) 9490(2) 10552(1) 10557(2) 10630(1) 10685(1) 10947(2) 11623(1) 11919(2) 12203(2) 12249(1) 12767(2) 12770(2) 12848(1) 12870(1) 13132(1) 13180(2) 13838(2) 13897(2) 14251(2) 15159(2) 15469(1) 15886(1)
2892;4;39;43;112(2) 455(2) 473(2) 499(2) 505(1) 656(2) 731(2) 932(2) 2581(2) 2946(2) 3179(2) 3501(2) 3677(2) 3745(2) 3757(2) 4271(2) 4314(2) 5873(2) 5917(2) 5994(2) 6055(2) 6226(1) 6556(2) 6688(2) 6710(2) 6905(2) 6972(2) 7400(2) 8094(1) 9522(2) 9620(2) 10175(2) 11117(2) 11421(2) 11514(2) 11712(2) 11876(2) 11992(1) 12125(2) 12272(2) 14152(2) 15297(2) 15876(2)
10765;9;33;42;173(2) 249(2) 289(2) 348(1) 380(1) 386(2) 464(2) 465(2) 478(2) 482(2) 494(2) 495(2) 517(2) 775(2) 853(2) 2146(2) 3970(2) 4654(1) 5239(2) 5292(2) 5294(2) 5375(1) 6106(1) 6410(2) 7476(2) 7908(2) 9426(2) 9440(2) 9506(2) 9507(1) 9712(2) 10046(2) 10173(2) 10590(1) 11758(2) 12293(2) 13326(2) 13420(1) 14190(2) 14192(2) 15250(2) 15435(1)
22672;4;38;42;781(2) 810(2) 1074(2) 1237(2) 1703(2) 1957(2) 2349(2) 2426(2) 2812(2) 2819(2) 2831(1) 3441(2) 3664(2) 3681(2) 4013(1) 4170(2) 4342(2) 4989(2) 5011(2) 5251(2) 5252(2) 5296(2) 5302(2) 5320(2) 5328(2) 5402(2) 5669(2) 5922(1) 6652(2) 7609(2) 8250(2) 8424(2) 10869(2) 11553(1) 11602(2) 12953(2) 13017(2) 13530(2) 14168(2) 14313(2) 15451(2) 15452(2)
4386;7;35;42;862(2) 1106(2) 1108(2) 1131(2) 1152(2) 1253(2) 3039(2) 3055(2) 4127(2) 4273(2) 4298(2) 6093(2) 6281(2) 7008(1) 7069(2) 7463(2) 7489(2) 7931(2) 8873(1) 8922(2) 9023(1) 9212(2) 9934(2) 10087(2) 10468(2) 11548(1) 11961(2) 12303(2) 13320(2) 13692(2) 13835(2) 13889(2) 13921(2) 14184(1) 14352(1) 15041(2) 15142(2) 15191(2) 15277(2) 15398(2) 15642(1) 15993(2)
35304;10;32;42;270(1) 1274(2) 1312(2) 2766(2) 3698(2) 3821(2) 3977(1) 4130(2) 4139(2) 4725(2) 4754(2) 4755(2) 4756(2) 4758(2) 4759(2) 4820(2) 4890(1) 5319(2) 5337(1) 6005(1) 6400(1) 7173(2) 8421(2) 9226(2) 9563(2) 9761(2) 10626(2) 10943(2) 11083(2) 11343(1) 12565(2) 12633(2) 12641(1) 13005(1) 13010(2) 13283(2) 14643(1) 14935(2) 15185(2) 15471(2) 15928(2) 15982(2)
351;15;26;41;232(1) 501(1) 962(2) 1839(2) 2554(2) 2903(1) 2929(2) 4452(2) 4785(2) 5672(1) 5837(2) 6929(2) 6944(2) 7272(2) 7946(2) 8166(1) 8258(2) 8268(2) 8322(2) 8376(1) 9113(1) 9513(2) 9605(1) 9855(2) 10761(1) 11007(1) 11050(2) 11267(2) 11908(1) 11951(1) 12875(2) 13110(2) 13580(2) 13925(1) 14043(2) 14154(2) 14340(1) 14355(2) 15651(2) 15652(1) 15666(2)
818;19;22;41;206(2) 571(2) 579(1) 795(1) 1717(2) 2165(1) 2714(2) 2845(1) 2846(1) 2889(2) 2890(2) 3148(2) 3435(2) 4071(2) 4793(2) 4884(2) 6304(1) 6511(2) 7544(1) 7546(1) 7833(2) 8591(1) 8836(1) 9311(2) 9571(1) 9618(1) 9835(1) 10322(2) 10601(1) 10807(2) 11103(2) 11202(2) 11319(2) 11359(2) 11437(1) 12504(1) 13367(1) 14096(1) 14368(2) 15093(2) 15212(1)
5254;8;33;41;589(2) 803(2) 1246(2) 1309(2) 2173(2) 2176(1) 2482(2) 3006(2) 3851(1) 4088(2) 4097(2) 4115(1) 4124(2) 4840(2) 4940(1) 5167(1) 5607(2) 6091(2) 6092(1) 6134(1) 6409(2) 6488(2) 6665(2) 6690(2) 7049(2) 8483(1) 8535(2) 8835(2) 9145(2) 9198(2) 9206(2) 10692(2) 10701(2) 10891(2) 13222(2) 13312(2) 14123(2) 14135(2) 14136(2) 14149(2) 15951(2)
12443;1;40;41;302(2) 1532(2) 1898(2) 2352(2) 2588(2) 2613(2) 2628(2) 2629(2) 2630(2) 2631(2) 2632(2) 3822(2) 3887(2) 4435(2) 4436(2) 5178(2) 5385(2) 5387(2) 6616(2) 6852(2) 7433(2) 7461(2) 7514(1) 8010(2) 8261(2) 8746(2) 9347(2) 10050(2) 10984(2) 11055(2) 11059(2) 11060(2) 11061(2) 11094(2) 11691(2) 12587(2) 13039(2) 13058(2) 14840(2) 15529(2) 16018(2)
2453;9;32;41;199(1) 355(2) 1774(2) 2132(2) 2293(2) 2600(2) 2609(2) 2865(2) 4817(1) 4827(2) 4853(1) 5044(1) 5179(2) 5624(2) 5741(2) 6623(2) 7650(2) 8185(2) 8281(2) 8402(2) 8710(2) 8736(2) 8774(2) 9231(2) 9232(2) 10479(2) 10592(2) 11337(2) 11339(1) 12682(1) 12728(2) 12847(2) 13132(1) 13599(2) 13660(2) 13969(2) 14104(2) 14105(2) 14449(2) 15427(1) 15783(1)
34532;15;26;41;278(1) 475(1) 800(1) 910(2) 1066(2) 1585(2) 2723(2) 3835(2) 4075(2) 4081(2) 4089(1) 4090(2) 4101(2) 4318(1) 4730(2) 6010(2) 7215(2) 7226(2) 7263(1) 7881(2) 8011(2) 8497(2) 8575(2) 8764(2) 9275(1) 10169(1) 11143(1) 11233(1) 11243(2) 11306(2) 11906(2) 11982(1) 12097(2) 13254(2) 13520(1) 13860(1) 13890(2) 13897(1) 14741(2) 15656(1) 15752(2)
7023;12;29;41;254(2) 693(2) 1026(2) 1251(1) 1252(2) 1300(2) 2594(1) 3213(1) 3550(2) 4143(2) 4479(2) 4889(2) 5421(2) 5756(2) 7556(1) 7643(1) 8027(2) 8028(2) 8029(2) 8467(2) 9330(2) 9707(1) 10021(2) 10059(2) 10085(2) 10095(2) 10137(2) 10141(1) 10142(2) 10332(1) 10606(2) 11331(2) 11766(1) 11987(2) 13450(2) 13706(2) 14626(1) 14859(1) 15243(2) 15350(2) 15404(1)
20668;28;13;41;97(1) 212(1) 256(2) 883(2) 1028(2) 1229(2) 1233(1) 2935(1) 4208(1) 4318(1) 4438(1) 4664(1) 4736(1) 4811(1) 4822(2) 5451(1) 5895(2) 6023(1) 6605(1) 7048(1) 7264(2) 8100(1) 8434(2) 8682(1) 8709(2) 9392(2) 10060(1) 10484(1) 10589(1) 11551(1) 11615(1) 12064(1) 12883(1) 13003(2) 13132(1) 13307(1) 13443(2) 13608(2) 14016(1) 15134(1) 15867(1)
1032;2;38;40;704(2) 769(2) 1257(2) 1654(2) 2556(2) 3084(2) 3434(2) 3491(2) 3553(2) 3748(2) 3749(2) 3752(2) 3754(2) 4378(2) 4420(2) 4453(2) 5122(2) 5299(2) 5902(2) 5943(2) 6226(2) 6677(2) 6824(2) 6953(2) 7126(2) 7278(2) 7848(2) 8094(2) 8102(2) 8587(2) 9041(2) 9665(2) 11880(2) 12041(1) 12209(2) 12371(1) 12618(2) 12779(2) 12879(2) 15117(2)
14010;11;29;40;202(2) 361(2) 366(1) 441(2) 547(1) 1240(2) 1819(2) 2218(2) 2387(2) 2455(2) 2471(2) 2768(2) 3261(2) 3293(1) 3702(1) 3734(2) 4228(1) 4565(2) 4601(2) 5582(2) 6155(2) 6341(2) 6695(1) 6916(2) 7267(2) 7575(2) 7583(2) 8038(2) 8781(1) 9473(2) 9526(1) 10522(2) 10534(2) 10559(2) 10737(2) 11045(1) 11846(1) 12371(2) 14155(2) 15506(1)
67;0;40;40;350(2) 356(2) 414(2) 419(2) 456(2) 615(2) 727(2) 1048(2) 1632(2) 1970(2) 2195(2) 2346(2) 2492(2) 2570(2) 2643(2) 3647(2) 3732(2) 4205(2) 4269(2) 4375(2) 4910(2) 4927(2) 5345(2) 5598(2) 6249(2) 6495(2) 6514(2) 6669(2) 7041(2) 7116(2) 7224(2) 7319(2) 7469(2) 7888(2) 8056(2) 8061(2) 8544(2) 8630(2) 8829(2) 9169(2)
20926;18;22;40;203(2) 871(2) 1157(2) 2245(2) 2525(2) 2866(2) 2908(2) 3601(2) 3738(1) 4403(1) 4631(1) 4650(2) 5317(2) 5427(2) 5868(1) 6382(2) 6456(2) 7286(1) 7665(1) 8676(1) 9123(2) 9223(1) 9727(2) 9742(1) 10104(2) 10158(1) 10225(1) 10655(2) 10656(2) 10908(2) 11049(1) 11352(1) 11809(2) 13121(2) 13746(2) 13952(1) 14007(1) 14469(1) 15977(1) 16031(1)
2633;15;24;39;1753(2) 2382(2) 2997(1) 3711(2) 3882(2) 4240(1) 4575(1) 5371(1) 5502(2) 5509(1) 5918(1) 6513(2) 6848(2) 7108(2) 7582(2) 7599(1) 7665(1) 7706(2) 7860(2) 8177(1) 9487(2) 10860(2) 11049(1) 11422(1) 11842(2) 12882(1) 13089(2) 13258(2) 13589(2) 13879(2) 13999(2) 14034(2) 14259(2) 14533(1) 15336(2) 15337(2) 15448(2) 15516(1) 15636(1)
4237;16;23;39;1172(1) 1734(2) 3136(2) 3197(2) 3616(2) 4149(1) 4345(2) 5070(2) 6030(2) 6508(2) 7008(2) 7280(1) 8167(1) 8893(2) 9212(1) 10151(2) 10558(2) 11135(2) 11308(2) 11611(1) 11631(1) 12329(2) 12678(2) 12874(2) 13215(2) 13827(2) 13835(1) 14184(1) 14880(1) 14956(2) 15191(1) 15251(1) 15301(1) 15550(1) 15642(2) 15731(1) 15816(1) 15902(2) 16024(2)
34486;15;24;39;572(2) 1636(1) 2013(2) 2256(1) 2701(2) 2796(2) 3002(2) 3003(2) 3146(2) 4619(1) 4704(2) 4784(2) 5158(1) 6726(1) 6935(1) 7013(2) 8237(2) 8900(2) 8997(2) 9012(2) 9510(1) 9872(1) 10380(2) 10453(2) 11144(2) 11210(2) 11219(1) 11960(2) 12197(2) 12420(1) 12896(2) 13667(2) 13678(2) 13794(1) 13835(1) 14505(2) 14598(1) 15704(1) 16027(1)
